timestamp,rule.level,rule.id,rule.description,rule.firedtimes,rule.groups,rule.mail,decoder,location,agent.name,full_log,label
2025-03-05T00:03:46.596+0000,3,651,Host Blocked by firewall-drop Active Response,3.0,"ossec,active_response",False,ar_log_json,/var/ossec/logs/active-responses.log,xxx,"2025/03/05 07:03:46 active-response/bin/firewall-drop: {""version"":1,""origin"":{""name"":""node01"",""module"":""wazuh-execd""},""command"":""add"",""parameters"":{""extra_args"":[],""alert"":{""timestamp"":""2025-03-05T00:03:46.096+0000"",""rule"":{""level"":5,""description"":""sshd: Attempt to login using a non-existent user"",""id"":""5710"",""mitre"":{""id"":[""T1110.001"",""T1021.004""],""tactic"":[""Credential Access"",""Lateral Movement""],""technique"":[""Password Guessing"",""SSH""]},""firedtimes"":1,""mail"":false,""groups"":[""syslog"",""sshd"",""authentication_failed"",""invalid_login""],""gdpr"":[""IV_35.7.d"",""IV_32.2""],""gpg13"":[""7.1""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7"",""AU.6""],""pci_dss"":[""10.2.4"",""10.2.5"",""10.6.1""],""tsc"":[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1741133026.5413"",""full_log"":""Mar 05 00:03:44 wazuh-server sshd[3129036]: Invalid user me from 45.55.159.241 port 47838"",""predecoder"":{""program_name"":""sshd"",""timestamp"":""Mar 05 00:03:44"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""sshd"",""name"":""sshd""},""data"":{""srcip"":""45.55.159.241"",""srcport"":""47838"",""srcuser"":""me""},""location"":""journald""},""program"":""active-response/bin/firewall-drop""}}",0
2025-03-05T00:03:46.608+0000,3,651,Host Blocked by firewall-drop Active Response,4.0,"ossec,active_response",False,ar_log_json,/var/ossec/logs/active-responses.log,xxx,"2025/03/05 07:03:46 active-response/bin/firewall-drop: {""version"":1,""origin"":{""name"":""node01"",""module"":""wazuh-execd""},""command"":""add"",""parameters"":{""extra_args"":[],""alert"":{""timestamp"":""2025-03-05T00:03:46.096+0000"",""rule"":{""level"":5,""description"":""sshd: Attempt to login using a non-existent user"",""id"":""5710"",""mitre"":{""id"":[""T1110.001"",""T1021.004""],""tactic"":[""Credential Access"",""Lateral Movement""],""technique"":[""Password Guessing"",""SSH""]},""firedtimes"":2,""mail"":false,""groups"":[""syslog"",""sshd"",""authentication_failed"",""invalid_login""],""gdpr"":[""IV_35.7.d"",""IV_32.2""],""gpg13"":[""7.1""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7"",""AU.6""],""pci_dss"":[""10.2.4"",""10.2.5"",""10.6.1""],""tsc"":[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1741133026.5413"",""full_log"":""Mar 05 00:03:45 wazuh-server sshd[3129036]: Disconnected from invalid user me 45.55.159.241 port 47838 [preauth]"",""predecoder"":{""program_name"":""sshd"",""timestamp"":""Mar 05 00:03:45"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""sshd"",""name"":""sshd""},""data"":{""srcip"":""45.55.159.241"",""srcport"":""47838"",""srcuser"":""me""},""location"":""journald""},""program"":""active-response/bin/firewall-drop""}}",0
2025-03-05T00:03:50.341+0000,5,31101,Web server 400 error code.,1.0,"web,accesslog,attack",False,web-accesslog,/var/log/nginx/apidev-access.log,xxx,"8.220.202.246 - - [05/Mar/2025:00:03:49 +0000] ""GET /Kb8w HTTP/1.1"" 400 264 ""-"" ""Go-http-client/1.1""",1
2025-03-05T00:03:50.342+0000,5,31101,Web server 400 error code.,2.0,"web,accesslog,attack",False,web-accesslog,/var/log/nginx/apidev-access.log,xxx,"8.220.202.246 - - [05/Mar/2025:00:03:50 +0000] ""GET /BHem HTTP/1.1"" 404 143 ""-"" ""Go-http-client/1.1""",1
2025-03-05T00:03:50.362+0000,3,651,Host Blocked by firewall-drop Active Response,5.0,"ossec,active_response",False,ar_log_json,/var/ossec/logs/active-responses.log,xxx,"2025/03/05 00:03:50 active-response/bin/firewall-drop: {""version"":1,""origin"":{""name"":""node01"",""module"":""wazuh-execd""},""command"":""add"",""parameters"":{""extra_args"":[],""alert"":{""timestamp"":""2025-03-05T00:03:50.341+0000"",""rule"":{""level"":5,""description"":""Web server 400 error code."",""id"":""31101"",""firedtimes"":1,""mail"":false,""groups"":[""web"",""accesslog"",""attack""],""pci_dss"":[""6.5"",""11.4""],""gdpr"":[""IV_35.7.d""],""nist_800_53"":[""SA.11"",""SI.4""],""tsc"":[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""001"",""name"":""staging-environment"",""ip"":""10.184.0.2""},""manager"":{""name"":""wazuh-server""},""id"":""1741133030.18922"",""full_log"":""8.220.202.246 - - [05/Mar/2025:00:03:49 +0000] \""GET /Kb8w HTTP/1.1\"" 400 264 \""-\"" \""Go-http-client/1.1\"""",""decoder"":{""name"":""web-accesslog""},""data"":{""protocol"":""GET"",""srcip"":""8.220.202.246"",""id"":""400"",""url"":""/Kb8w""},""location"":""/var/log/nginx/apidev-access.log""},""program"":""active-response/bin/firewall-drop""}}",0
2025-03-05T00:03:50.480+0000,3,651,Host Blocked by firewall-drop Active Response,6.0,"ossec,active_response",False,ar_log_json,/var/ossec/logs/active-responses.log,xxx,"2025/03/05 00:03:50 active-response/bin/firewall-drop: {""version"":1,""origin"":{""name"":""node01"",""module"":""wazuh-execd""},""command"":""add"",""parameters"":{""extra_args"":[],""alert"":{""timestamp"":""2025-03-05T00:03:50.342+0000"",""rule"":{""level"":5,""description"":""Web server 400 error code."",""id"":""31101"",""firedtimes"":2,""mail"":false,""groups"":[""web"",""accesslog"",""attack""],""pci_dss"":[""6.5"",""11.4""],""gdpr"":[""IV_35.7.d""],""nist_800_53"":[""SA.11"",""SI.4""],""tsc"":[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""001"",""name"":""staging-environment"",""ip"":""10.184.0.2""},""manager"":{""name"":""wazuh-server""},""id"":""1741133030.19377"",""full_log"":""8.220.202.246 - - [05/Mar/2025:00:03:50 +0000] \""GET /BHem HTTP/1.1\"" 404 143 \""-\"" \""Go-http-client/1.1\"""",""decoder"":{""name"":""web-accesslog""},""data"":{""protocol"":""GET"",""srcip"":""8.220.202.246"",""id"":""404"",""url"":""/BHem""},""location"":""/var/log/nginx/apidev-access.log""},""program"":""active-response/bin/firewall-drop""}}",0
2025-03-05T00:07:18.303+0000,5,5710,sshd: Attempt to login using a non-existent user,4.0,"syslog,sshd,authentication_failed,invalid_login",False,sshd,journald,xxx,Mar 05 00:07:16 wazuh-server sshd[3129149]: Disconnected from invalid user yuan 45.55.159.241 port 36574 [preauth],1
2025-03-05T00:07:18.302+0000,5,5710,sshd: Attempt to login using a non-existent user,3.0,"syslog,sshd,authentication_failed,invalid_login",False,sshd,journald,xxx,Mar 05 00:07:16 wazuh-server sshd[3129149]: Invalid user yuan from 45.55.159.241 port 36574,1
2025-03-05T00:07:18.573+0000,3,651,Host Blocked by firewall-drop Active Response,7.0,"ossec,active_response",False,ar_log_json,/var/ossec/logs/active-responses.log,xxx,"2025/03/05 00:07:18 active-response/bin/firewall-drop: {""version"":1,""origin"":{""name"":""node01"",""module"":""wazuh-execd""},""command"":""add"",""parameters"":{""extra_args"":[],""alert"":{""timestamp"":""2025-03-05T00:07:18.303+0000"",""rule"":{""level"":5,""description"":""sshd: Attempt to login using a non-existent user"",""id"":""5710"",""mitre"":{""id"":[""T1110.001"",""T1021.004""],""tactic"":[""Credential Access"",""Lateral Movement""],""technique"":[""Password Guessing"",""SSH""]},""firedtimes"":4,""mail"":false,""groups"":[""syslog"",""sshd"",""authentication_failed"",""invalid_login""],""gdpr"":[""IV_35.7.d"",""IV_32.2""],""gpg13"":[""7.1""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7"",""AU.6""],""pci_dss"":[""10.2.4"",""10.2.5"",""10.6.1""],""tsc"":[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1741133238.25446"",""full_log"":""Mar 05 00:07:16 wazuh-server sshd[3129149]: Disconnected from invalid user yuan 45.55.159.241 port 36574 [preauth]"",""predecoder"":{""program_name"":""sshd"",""timestamp"":""Mar 05 00:07:16"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""sshd"",""name"":""sshd""},""data"":{""srcip"":""45.55.159.241"",""srcport"":""36574"",""srcuser"":""yuan""},""location"":""journald""},""program"":""active-response/bin/firewall-drop""}}",0
2025-03-05T00:07:18.586+0000,3,651,Host Blocked by firewall-drop Active Response,8.0,"ossec,active_response",False,ar_log_json,/var/ossec/logs/active-responses.log,xxx,"2025/03/05 00:07:18 active-response/bin/firewall-drop: {""version"":1,""origin"":{""name"":""node01"",""module"":""wazuh-execd""},""command"":""add"",""parameters"":{""extra_args"":[],""alert"":{""timestamp"":""2025-03-05T00:07:18.302+0000"",""rule"":{""level"":5,""description"":""sshd: Attempt to login using a non-existent user"",""id"":""5710"",""mitre"":{""id"":[""T1110.001"",""T1021.004""],""tactic"":[""Credential Access"",""Lateral Movement""],""technique"":[""Password Guessing"",""SSH""]},""firedtimes"":3,""mail"":false,""groups"":[""syslog"",""sshd"",""authentication_failed"",""invalid_login""],""gdpr"":[""IV_35.7.d"",""IV_32.2""],""gpg13"":[""7.1""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7"",""AU.6""],""pci_dss"":[""10.2.4"",""10.2.5"",""10.6.1""],""tsc"":[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1741133238.25446"",""full_log"":""Mar 05 00:07:16 wazuh-server sshd[3129149]: Invalid user yuan from 45.55.159.241 port 36574"",""predecoder"":{""program_name"":""sshd"",""timestamp"":""Mar 05 00:07:16"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""sshd"",""name"":""sshd""},""data"":{""srcip"":""45.55.159.241"",""srcport"":""36574"",""srcuser"":""yuan""},""location"":""journald""},""program"":""active-response/bin/firewall-drop""}}",0
2025-03-05T00:07:18.797+0000,3,651,Host Blocked by firewall-drop Active Response,9.0,"ossec,active_response",False,ar_log_json,/var/ossec/logs/active-responses.log,xxx,"2025/03/05 07:07:18 active-response/bin/firewall-drop: {""version"":1,""origin"":{""name"":""node01"",""module"":""wazuh-execd""},""command"":""add"",""parameters"":{""extra_args"":[],""alert"":{""timestamp"":""2025-03-05T00:07:18.302+0000"",""rule"":{""level"":5,""description"":""sshd: Attempt to login using a non-existent user"",""id"":""5710"",""mitre"":{""id"":[""T1110.001"",""T1021.004""],""tactic"":[""Credential Access"",""Lateral Movement""],""technique"":[""Password Guessing"",""SSH""]},""firedtimes"":3,""mail"":false,""groups"":[""syslog"",""sshd"",""authentication_failed"",""invalid_login""],""gdpr"":[""IV_35.7.d"",""IV_32.2""],""gpg13"":[""7.1""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7"",""AU.6""],""pci_dss"":[""10.2.4"",""10.2.5"",""10.6.1""],""tsc"":[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1741133238.25446"",""full_log"":""Mar 05 00:07:16 wazuh-server sshd[3129149]: Invalid user yuan from 45.55.159.241 port 36574"",""predecoder"":{""program_name"":""sshd"",""timestamp"":""Mar 05 00:07:16"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""sshd"",""name"":""sshd""},""data"":{""srcip"":""45.55.159.241"",""srcport"":""36574"",""srcuser"":""yuan""},""location"":""journald""},""program"":""active-response/bin/firewall-drop""}}",0
2025-03-05T00:07:18.809+0000,3,651,Host Blocked by firewall-drop Active Response,10.0,"ossec,active_response",False,ar_log_json,/var/ossec/logs/active-responses.log,xxx,"2025/03/05 07:07:18 active-response/bin/firewall-drop: {""version"":1,""origin"":{""name"":""node01"",""module"":""wazuh-execd""},""command"":""add"",""parameters"":{""extra_args"":[],""alert"":{""timestamp"":""2025-03-05T00:07:18.303+0000"",""rule"":{""level"":5,""description"":""sshd: Attempt to login using a non-existent user"",""id"":""5710"",""mitre"":{""id"":[""T1110.001"",""T1021.004""],""tactic"":[""Credential Access"",""Lateral Movement""],""technique"":[""Password Guessing"",""SSH""]},""firedtimes"":4,""mail"":false,""groups"":[""syslog"",""sshd"",""authentication_failed"",""invalid_login""],""gdpr"":[""IV_35.7.d"",""IV_32.2""],""gpg13"":[""7.1""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7"",""AU.6""],""pci_dss"":[""10.2.4"",""10.2.5"",""10.6.1""],""tsc"":[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1741133238.25446"",""full_log"":""Mar 05 00:07:16 wazuh-server sshd[3129149]: Disconnected from invalid user yuan 45.55.159.241 port 36574 [preauth]"",""predecoder"":{""program_name"":""sshd"",""timestamp"":""Mar 05 00:07:16"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""sshd"",""name"":""sshd""},""data"":{""srcip"":""45.55.159.241"",""srcport"":""36574"",""srcuser"":""yuan""},""location"":""journald""},""program"":""active-response/bin/firewall-drop""}}",0
2025-03-05T00:08:16.359+0000,5,5710,sshd: Attempt to login using a non-existent user,6.0,"syslog,sshd,authentication_failed,invalid_login",False,sshd,journald,xxx,Mar 05 00:08:15 wazuh-server sshd[3129209]: Disconnected from invalid user suporte 116.193.190.42 port 36986 [preauth],1
2025-03-05T00:08:16.359+0000,5,5710,sshd: Attempt to login using a non-existent user,5.0,"syslog,sshd,authentication_failed,invalid_login",False,sshd,journald,xxx,Mar 05 00:08:15 wazuh-server sshd[3129209]: Invalid user suporte from 116.193.190.42 port 36986,1
2025-03-05T00:08:16.636+0000,3,651,Host Blocked by firewall-drop Active Response,11.0,"ossec,active_response",False,ar_log_json,/var/ossec/logs/active-responses.log,xxx,"2025/03/05 00:08:16 active-response/bin/firewall-drop: {""version"":1,""origin"":{""name"":""node01"",""module"":""wazuh-execd""},""command"":""add"",""parameters"":{""extra_args"":[],""alert"":{""timestamp"":""2025-03-05T00:08:16.359+0000"",""rule"":{""level"":5,""description"":""sshd: Attempt to login using a non-existent user"",""id"":""5710"",""mitre"":{""id"":[""T1110.001"",""T1021.004""],""tactic"":[""Credential Access"",""Lateral Movement""],""technique"":[""Password Guessing"",""SSH""]},""firedtimes"":5,""mail"":false,""groups"":[""syslog"",""sshd"",""authentication_failed"",""invalid_login""],""gdpr"":[""IV_35.7.d"",""IV_32.2""],""gpg13"":[""7.1""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7"",""AU.6""],""pci_dss"":[""10.2.4"",""10.2.5"",""10.6.1""],""tsc"":[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1741133296.39524"",""full_log"":""Mar 05 00:08:15 wazuh-server sshd[3129209]: Invalid user suporte from 116.193.190.42 port 36986"",""predecoder"":{""program_name"":""sshd"",""timestamp"":""Mar 05 00:08:15"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""sshd"",""name"":""sshd""},""data"":{""srcip"":""116.193.190.42"",""srcport"":""36986"",""srcuser"":""suporte""},""location"":""journald""},""program"":""active-response/bin/firewall-drop""}}",0
2025-03-05T00:08:16.650+0000,3,651,Host Blocked by firewall-drop Active Response,12.0,"ossec,active_response",False,ar_log_json,/var/ossec/logs/active-responses.log,xxx,"2025/03/05 00:08:16 active-response/bin/firewall-drop: {""version"":1,""origin"":{""name"":""node01"",""module"":""wazuh-execd""},""command"":""add"",""parameters"":{""extra_args"":[],""alert"":{""timestamp"":""2025-03-05T00:08:16.359+0000"",""rule"":{""level"":5,""description"":""sshd: Attempt to login using a non-existent user"",""id"":""5710"",""mitre"":{""id"":[""T1110.001"",""T1021.004""],""tactic"":[""Credential Access"",""Lateral Movement""],""technique"":[""Password Guessing"",""SSH""]},""firedtimes"":6,""mail"":false,""groups"":[""syslog"",""sshd"",""authentication_failed"",""invalid_login""],""gdpr"":[""IV_35.7.d"",""IV_32.2""],""gpg13"":[""7.1""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7"",""AU.6""],""pci_dss"":[""10.2.4"",""10.2.5"",""10.6.1""],""tsc"":[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1741133296.39524"",""full_log"":""Mar 05 00:08:15 wazuh-server sshd[3129209]: Disconnected from invalid user suporte 116.193.190.42 port 36986 [preauth]"",""predecoder"":{""program_name"":""sshd"",""timestamp"":""Mar 05 00:08:15"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""sshd"",""name"":""sshd""},""data"":{""srcip"":""116.193.190.42"",""srcport"":""36986"",""srcuser"":""suporte""},""location"":""journald""},""program"":""active-response/bin/firewall-drop""}}",0
2025-03-05T00:08:16.847+0000,3,651,Host Blocked by firewall-drop Active Response,13.0,"ossec,active_response",False,ar_log_json,/var/ossec/logs/active-responses.log,xxx,"2025/03/05 07:08:16 active-response/bin/firewall-drop: {""version"":1,""origin"":{""name"":""node01"",""module"":""wazuh-execd""},""command"":""add"",""parameters"":{""extra_args"":[],""alert"":{""timestamp"":""2025-03-05T00:08:16.359+0000"",""rule"":{""level"":5,""description"":""sshd: Attempt to login using a non-existent user"",""id"":""5710"",""mitre"":{""id"":[""T1110.001"",""T1021.004""],""tactic"":[""Credential Access"",""Lateral Movement""],""technique"":[""Password Guessing"",""SSH""]},""firedtimes"":5,""mail"":false,""groups"":[""syslog"",""sshd"",""authentication_failed"",""invalid_login""],""gdpr"":[""IV_35.7.d"",""IV_32.2""],""gpg13"":[""7.1""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7"",""AU.6""],""pci_dss"":[""10.2.4"",""10.2.5"",""10.6.1""],""tsc"":[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1741133296.39524"",""full_log"":""Mar 05 00:08:15 wazuh-server sshd[3129209]: Invalid user suporte from 116.193.190.42 port 36986"",""predecoder"":{""program_name"":""sshd"",""timestamp"":""Mar 05 00:08:15"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""sshd"",""name"":""sshd""},""data"":{""srcip"":""116.193.190.42"",""srcport"":""36986"",""srcuser"":""suporte""},""location"":""journald""},""program"":""active-response/bin/firewall-drop""}}",0
2025-03-05T00:08:16.859+0000,3,651,Host Blocked by firewall-drop Active Response,14.0,"ossec,active_response",False,ar_log_json,/var/ossec/logs/active-responses.log,xxx,"2025/03/05 07:08:16 active-response/bin/firewall-drop: {""version"":1,""origin"":{""name"":""node01"",""module"":""wazuh-execd""},""command"":""add"",""parameters"":{""extra_args"":[],""alert"":{""timestamp"":""2025-03-05T00:08:16.359+0000"",""rule"":{""level"":5,""description"":""sshd: Attempt to login using a non-existent user"",""id"":""5710"",""mitre"":{""id"":[""T1110.001"",""T1021.004""],""tactic"":[""Credential Access"",""Lateral Movement""],""technique"":[""Password Guessing"",""SSH""]},""firedtimes"":6,""mail"":false,""groups"":[""syslog"",""sshd"",""authentication_failed"",""invalid_login""],""gdpr"":[""IV_35.7.d"",""IV_32.2""],""gpg13"":[""7.1""],""hipaa"":[""164.312.b""],""nist_800_53"":[""AU.14"",""AC.7"",""AU.6""],""pci_dss"":[""10.2.4"",""10.2.5"",""10.6.1""],""tsc"":[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]},""agent"":{""id"":""000"",""name"":""wazuh-server""},""manager"":{""name"":""wazuh-server""},""id"":""1741133296.39524"",""full_log"":""Mar 05 00:08:15 wazuh-server sshd[3129209]: Disconnected from invalid user suporte 116.193.190.42 port 36986 [preauth]"",""predecoder"":{""program_name"":""sshd"",""timestamp"":""Mar 05 00:08:15"",""hostname"":""wazuh-server""},""decoder"":{""parent"":""sshd"",""name"":""sshd""},""data"":{""srcip"":""116.193.190.42"",""srcport"":""36986"",""srcuser"":""suporte""},""location"":""journald""},""program"":""active-response/bin/firewall-drop""}}",0
2025-03-05T00:08:26.368+0000,5,5710,sshd: Attempt to login using a non-existent user,7.0,"syslog,sshd,authentication_failed,invalid_login",False,sshd,journald,xxx,Mar 05 00:08:24 wazuh-server sshd[3129261]: Invalid user luis from 45.55.159.241 port 60916,1
2025-03-05T00:08:26.369+0000,5,5710,sshd: Attempt to login using a non-existent user,8.0,"syslog,sshd,authentication_failed,invalid_login",False,sshd,journald,xxx,Mar 05 00:08:24 wazuh-server sshd[3129261]: Disconnected from invalid user luis 45.55.159.241 port 60916 [preauth],1
